...1,state_fips,state,state_name,date,weekday,cadt,visits,enctr,enctr_b,baseline,enctr_base,enctr_base_b,enctr_n,enctr_n_b,first_4,stayhome_23_25,stayhomeE,stayhomeDay,stayhomeS,mandate_date,sah_state,adopt_delay,positive,positiveIncrease,totalTestResults,totalTestResultsIncrease,hospitalized,hospitalizedIncrease,death,deathIncrease,changeVent,changeIcu,dailyDeathsr,dailyDeathr_hunmil,dailyHospitalr,dailyHospitalr_hunmil,popul2019est,popul2010,poppm2010,poppm2019,share_dem,share_rep,rep_state,gov_party,gov_gender,full_rep,demgov_repstate,rep_gov,fem_gov,pct_inlf,pct_unemp,pct_pub_trans,pct_wfh,pct_serv,pct_off,pct_nr,pct_trans,pct_ag_min,pct_cons,pct_mfg,pct_whole,pct_retail,pct_hlth,pct_ent_fd,largest_city_rank,largest_city_pop
122,1,AL, Alabama,2020-02-09,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
123,1,AL, Alabama,2020-02-10,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
124,1,AL, Alabama,2020-02-11,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
125,1,AL, Alabama,2020-02-12,4,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
126,1,AL, Alabama,2020-02-13,5,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
127,1,AL, Alabama,2020-02-14,6,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
128,1,AL, Alabama,2020-02-15,7,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
129,1,AL, Alabama,2020-02-16,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
130,1,AL, Alabama,2020-02-17,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
131,1,AL, Alabama,2020-02-18,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
132,1,AL, Alabama,2020-02-19,4,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
133,1,AL, Alabama,2020-02-20,5,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
134,1,AL, Alabama,2020-02-21,6,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
135,1,AL, Alabama,2020-02-22,7,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
136,1,AL, Alabama,2020-02-23,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
137,1,AL, Alabama,2020-02-24,2,-0.518247590714155,-4.52365239910447,96.324097683222,1.96324097683222,1,119.689335240284,2.19689335240284,-23.3652375570623,-10.6355811635128,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
138,1,AL, Alabama,2020-02-25,3,3.92733873727194,4.51409544988249,132.328655012669,2.32328655012669,1,119.689335240284,2.19689335240284,12.6393197723843,5.75326961527745,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
139,1,AL, Alabama,2020-02-26,4,6.71078650888642,3.05931922905016,123.20544519045,2.2320544519045,1,119.689335240284,2.19689335240284,3.51610995016607,1.60049187017675,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
140,1,AL, Alabama,2020-02-27,5,5.08910331148146,-4.94837567628877,139.557193668388,2.39557193668388,1,119.689335240284,2.19689335240284,19.8678584281036,9.04361534271714,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
141,1,AL, Alabama,2020-02-28,6,3.59713237014952,-3.59858381656811,191.140521377206,2.91140521377206,1,119.689335240284,2.19689335240284,71.4511861369213,32.5237390603289,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
142,1,AL, Alabama,2020-02-29,7,4.92526716459888,6.71191626088072,177.440356705041,2.77440356705041,1,119.689335240284,2.19689335240284,57.7510214647563,26.2875853311638,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
143,1,AL, Alabama,2020-03-01,1,3.04441324844882,2.12643973037052,57.1478676792518,1.57147867679252,1,119.689335240284,2.19689335240284,-62.5414675610325,-28.4681400180979,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
144,1,AL, Alabama,2020-03-02,2,-2.54471449853046,-4.88935943229149,92.676239395092,1.92676239395092,1,119.689335240284,2.19689335240284,-27.0130958451923,-12.296043326658,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
145,1,AL, Alabama,2020-03-03,3,-1.32161646022263,-3.01191488461244,109.833987915657,2.09833987915657,1,119.689335240284,2.19689335240284,-9.85534732462753,-4.48603812007911,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
146,1,AL, Alabama,2020-03-04,4,-4.02591575351045,-7.67380069169657,90.5744723079555,1.90574472307955,1,119.689335240284,2.19689335240284,-29.1148629323288,-13.2527429701968,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
147,1,AL, Alabama,2020-03-05,5,-1.23685625785266,-14.7602620065991,105.208404675479,2.05208404675479,1,119.689335240284,2.19689335240284,-14.4809305648048,-6.59154917509599,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
148,1,AL, Alabama,2020-03-06,6,1.8751505074599,-9.52396695838549,159.933002189637,2.59933002189637,1,119.689335240284,2.19689335240284,40.2436669493529,18.3184435900525,0,0,0,0,0,2020-04-05,1,17,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
149,1,AL, Alabama,2020-03-07,7,4.93378918176249,2.20341748014265,148.236672804849,2.48236672804849,1,119.689335240284,2.19689335240284,28.5473375645652,12.9944121016806,0,0,0,0,0,2020-04-05,1,17,0,NA,0,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
150,1,AL, Alabama,2020-03-08,1,2.1131195310466,-0.876425129026194,52.043776759083,1.52043776759083,1,119.689335240284,2.19689335240284,-67.6455584812013,-30.7914621377566,0,0,0,0,0,2020-04-05,1,17,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
151,1,AL, Alabama,2020-03-09,2,2.68160445328187,-2.1502768403306,84.252943582621,1.84252943582621,0,119.689335240284,2.19689335240284,-35.4363916576633,-16.1302284514198,0,0,0,0,0,2020-04-05,1,17,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
152,1,AL, Alabama,2020-03-10,3,2.34961181533139,-2.9307216968237,71.6554364341836,1.71655436434184,0,119.689335240284,2.19689335240284,-48.0338988061007,-21.8644654523461,0,0,0,0,0,2020-04-05,1,17,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
153,1,AL, Alabama,2020-03-11,4,4.40093367938027,-11.7645365171531,93.3661631192285,1.93366163119228,0,119.689335240284,2.19689335240284,-26.3231721210558,-11.981998166759,0,0,0,0,0,2020-04-05,1,17,0,0,10,10,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
154,1,AL, Alabama,2020-03-12,5,3.89566887484671,11.4278270407975,78.4298491069563,1.78429849106956,0,119.689335240284,2.19689335240284,-41.259486133328,-18.780832527988,0,0,0,0,0,2020-04-05,1,17,0,0,10,0,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
155,1,AL, Alabama,2020-03-13,6,-5.63394619713981,3.84052711635868,89.1545827149228,1.89154582714923,0,119.689335240284,2.19689335240284,-30.5347525253615,-13.8990600030558,0,0,0,0,0,2020-04-05,1,17,1,1,12,2,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
156,1,AL, Alabama,2020-03-14,7,-11.1936546306603,-16.7694830451838,50.1171636794008,1.50117163679401,0,119.689335240284,2.19689335240284,-69.5721715608834,-31.6684337383921,0,0,0,0,0,2020-04-05,1,17,6,5,28,16,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
157,1,AL, Alabama,2020-03-15,1,-7.04832318364804,-15.7985243442521,-5.15203940441214,0.948479605955879,0,119.689335240284,2.19689335240284,-124.841374644696,-56.8263245496882,0,0,0,0,0,2020-04-05,1,17,12,6,40,12,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
158,1,AL, Alabama,2020-03-16,2,-2.7042898031888,-12.5744706038696,15.9113167730445,1.15911316773044,0,119.689335240284,2.19689335240284,-103.77801846724,-47.2385327006124,0,0,0,0,0,2020-04-05,1,17,28,16,56,16,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
159,1,AL, Alabama,2020-03-17,3,-4.28038551204769,-22.4535218419083,-4.15846499924709,0.958415350007529,0,119.689335240284,2.19689335240284,-123.847800239531,-56.3740611732806,0,0,0,0,0,2020-04-05,1,17,36,8,64,8,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
160,1,AL, Alabama,2020-03-18,4,-5.34242174215482,-30.5450424294952,-17.931207746337,0.82068792253663,0,119.689335240284,2.19689335240284,-137.620542986621,-62.6432515880206,0,0,0,0,0,2020-04-05,1,17,46,10,74,10,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
161,1,AL, Alabama,2020-03-19,5,-9.88905048101073,-44.9424209142575,-25.0075430507352,0.749924569492648,0,119.689335240284,2.19689335240284,-144.696878291019,-65.8643161411353,0,0,0,1,0,2020-04-05,1,17,68,22,96,22,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
162,1,AL, Alabama,2020-03-20,6,-25.5647497377576,-63.4355455253142,-50.1996952657864,0.498003047342136,0,119.689335240284,2.19689335240284,-169.889030506071,-77.3314873570241,0,0,0,1,0,2020-04-05,1,17,81,13,109,13,NA,NA,0,0,NA,NA,0,0,NA,NA,4903185,4779736,4.77973604202271,4.90318489074707,0.343580266623716,0.62083003079543,TRUE,rep,female,FALSE,FALSE,TRUE,TRUE,57.614309714623,4.2669039476427,0.19176313730994,1.61248212137035,8.81333885085559,12.5671029086699,5.10771551875373,8.47400607202637,0.833587882365325,3.40086106369849,7.52336863309234,1.32644984592904,6.3608707228023,11.9329146345742,4.4489667029227,81,229300
